"name","category","region","type","affiliated_with","designation_sources","page","type_1","type_2","description"
"Balochistan Republican Army","Violent Non-State Actor","South Asia",NA,NA,NA,63,"orgs","violent",NA
"Brigade Mountain Hawks","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Chechen Republican of Ichkeria","Violent Non-State Actor","Russia",NA,NA,NA,63,"orgs","violent",NA
"Division 16","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Farouq Brigades","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Fastaqim Kama Umert Union","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Free Idlib Army","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Free Syrian Army","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Fursan'ul Iman","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Garo National Liberation Army","Violent Non-State Actor","South Asia",NA,NA,NA,63,"orgs","violent",NA
"Higher Military Majisul Shura of the United Mujahideen of the Caucuses","Violent Non-State Actor","Russia",NA,NA,NA,63,"orgs","violent",NA
"Hynniewtrep National Liberation Council","Violent Non-State Actor","South Asia",NA,NA,NA,63,"orgs","violent",NA
"Jahezona Campaign","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Jaish Al-Sham","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Jaish El-Ezza","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Jaish al Ummah","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Jaysh al-Nasr","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Kachin Independence Army (KIA)","Violent Non-State Actor","Burmese, South Asia",NA,NA,NA,63,"orgs","violent",NA
"Kata'ib Jund al-Imam","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Kata'ib Jund al-Imam Ali","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,63,"orgs","violent",NA
"Katai'b Sowar Alsham","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,64,"orgs","violent",NA
"Liwa Abu Fadl al-Abbas Tashkil al-Iraq","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,64,"orgs","violent",NA
"Myanmar National Democratic Alliance Army","Violent Non-State Actor","Burmese, South Asia",NA,NA,NA,64,"orgs","violent",NA
"National Front For Liberation","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,64,"orgs","violent",NA
"North Storm Brigade","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,64,"orgs","violent",NA
"Northern Alliance","Violent Non-State Actor","English US",NA,NA,NA,64,"orgs","violent",NA
"Oromo Liberation Army","Violent Non-State Actor","Africa, Sub Saharan Africa",NA,NA,NA,64,"orgs","violent",NA
"People's Liberation Army of Manipur","Violent Non-State Actor","South Asia",NA,NA,NA,64,"orgs","violent",NA
"Rohingya Solidarity Organization","Violent Non-State Actor","South East Asia",NA,NA,NA,64,"orgs","violent",NA
"Seleka Coalition Central African Republic","Violent Non-State Actor","Africa",NA,NA,NA,64,"orgs","violent",NA
"Syrian Liberation Army","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,64,"orgs","violent",NA
"Ta'ang National Liberation Army (TNLA)","Violent Non-State Actor","Burmese, South Asia",NA,NA,NA,64,"orgs","violent",NA
"The Arabic Movement To Liberate Palestine","Violent Non-State Actor","Middle East, North Africa",NA,NA,NA,64,"orgs","violent",NA
"Ben Jones","Hate",NA,NA,"Generation Identity United Kingdom and Ireland",NA,65,"individuals","hate",NA
"Joe Newey","Hate",NA,NA,"Generation Identity United Kingdom and Ireland",NA,65,"individuals","hate",NA
"Scott Selvester Williams","Hate",NA,NA,"",NA,65,"individuals","hate",NA
"A.K. Chesterton","Hate",NA,NA,"British Union of Fascists",NA,65,"individuals","hate",NA
"Aaron Ballenger","Hate",NA,NA,"",NA,65,"individuals","hate",NA
"Abdul Qodir","Hate",NA,NA,"Front Pembela Islam",NA,65,"individuals","hate",NA
"Abdullah Çatli","Hate",NA,NA,"",NA,65,"individuals","hate",NA
"Adolf Eichmann","Hate",NA,NA,"National Socialist German Workers' Party",NA,65,"individuals","hate",NA
"Adolf Hitler","Hate",NA,NA,"National Socialist German Workers' Party",NA,65,"individuals","hate",NA
"Ahmad Shobri Lubis","Hate",NA,NA,"Front Pembela Islam",NA,65,"individuals","hate",NA
"Alattin Çakici","Hate",NA,NA,"",NA,65,"individuals","hate",NA
"Alain Sorai","Hate",NA,NA,"Egalité et Réconciliation",NA,65,"individuals","hate",NA
"Amon Göth","Hate",NA,NA,"National Socialist German Workers' Party",NA,65,"individuals","hate",NA
"Andrew Aurenheimer","Hate",NA,NA,"Daily Stormer",NA,65,"individuals","hate",NA
"Andrew Anglin","Hate",NA,NA,"Daily Stormer",NA,65,"individuals","hate",NA
"Andrii Biletsky","Hate",NA,NA,"National Squad, National Corps, Azov Battalion",NA,65,"individuals","hate",NA
"Andy Nowicki","Hate",NA,NA,"The Affirmative Right",NA,65,"individuals","hate",NA
"Ante Pavelić","Hate",NA,NA,"Ustaše",NA,65,"individuals","hate",NA
"Arthur Jones","Hate",NA,NA,"American Nazi Party",NA,65,"individuals","hate",NA
"Ashin Parmaukkha","Hate",NA,NA,"Patriotic Association of Myanmar",NA,65,"individuals","hate",NA
"Ashin Sopaka","Hate",NA,NA,"Patriotic Association of Myanmar",NA,65,"individuals","hate",NA
"Beke Istvan Attila","Hate",NA,NA,"",NA,65,"individuals","hate",NA
"Benito Mussolini","Hate",NA,NA,"",NA,65,"individuals","hate",NA
"Benzi Gopshtein","Hate",NA,NA,"Lehava",NA,65,"individuals","hate",NA
"Berislav Pušić","Hate",NA,NA,"",NA,65,"individuals","hate",NA
"Billy Roper","Hate",NA,NA,"ShieldWall",NA,65,"individuals","hate",NA
"Blair Cottrell","Hate",NA,NA,"Lads Society",NA,65,"individuals","hate",NA
"Boris Lelay","Hate",NA,NA,"",NA,65,"individuals","hate",NA
"Bradley Jenkins","Hate",NA,NA,"Ku Klux Klan",NA,65,"individuals","hate",NA
"Brien James","Hate",NA,NA,"American Guard",NA,65,"individuals","hate",NA
"Bruno Stojić","Hate",NA,NA,"",NA,65,"individuals","hate",NA
"Charlie Fox","Hate",NA,NA,"Generation Identity United Kingdom and Ireland",NA,66,"individuals","hate",NA
"Charlie Shaw","Hate",NA,NA,"Generation Identity United Kingdom and Ireland",NA,66,"individuals","hate",NA
"Chris Livingstone","Hate",NA,NA,"Misanthropic Division",NA,66,"individuals","hate",NA
"Christian Worch","Hate",NA,NA,"Die Rechte",NA,66,"individuals","hate",NA
"Christoph Drewer","Hate",NA,NA,"Die Rechte",NA,66,"individuals","hate",NA
"Christopher Cantwell","Hate",NA,NA,"",NA,66,"individuals","hate",NA
"Christopher Rey Monzon","Hate",NA,NA,"League of the South",NA,66,"individuals","hate",NA
"Christos Pappas","Hate",NA,NA,"Golden Dawn",NA,66,"individuals","hate",NA
"Colin Liddell","Hate",NA,NA,"Altright.com, The Affirmative Right",NA,66,"individuals","hate",NA
"Curt Doolittle","Hate",NA,NA,"Propetarian Institute",NA,66,"individuals","hate",NA
"Dan Priyasad","Hate",NA,NA,"",NA,66,"individuals","hate",NA
"Daniel Barge","Hate",NA,NA,"The Affirmative Right",NA,66,"individuals","hate",NA
"Danny Tommo","Hate",NA,NA,"English Defence League",NA,66,"individuals","hate",NA
"David Duke","Hate",NA,NA,"Ku Klux Klan",NA,66,"individuals","hate",NA
"David Petereit","Hate",NA,NA,"",NA,66,"individuals","hate",NA
"Deepak Sharma","Hate",NA,NA,"",NA,66,"individuals","hate",NA
"Denis Valliullovich Gariev","Hate",NA,NA,"Russian Imperial Movement",NA,66,"individuals","hate",NA
"Dilion Irizarry","Hate",NA,NA,"Patriot Front",NA,66,"individuals","hate",NA
"Dimitrje Ljotic","Hate",NA,NA,"ZBOR",NA,66,"individuals","hate",NA
"Dominik Horst Roeseler","Hate",NA,NA,"Hooligans Against Salafists",NA,66,"individuals","hate",NA
"Elliot Rodger","Hate",NA,NA,"",NA,66,"individuals","hate",NA
"Enrique Tarrio","Hate",NA,NA,"Proud Boys",NA,66,"individuals","hate",NA
"Ernst Kaltenbrunner","Hate",NA,NA,"National Socialist German Workers' Party",NA,66,"individuals","hate",NA
"Faith Goldy","Hate",NA,NA,"Daily Stormer",NA,66,"individuals","hate",NA
"Franceso Polacchi","Hate",NA,NA,"Blocco Studentesco",NA,66,"individuals","hate",NA
"Franceso Saviero Fontana","Hate",NA,NA,"Misanthropic Division",NA,66,"individuals","hate",NA
"Fred Phelps","Hate",NA,NA,"Westboro Baptist Church",NA,66,"individuals","hate",NA
"Gabriele Adinolfi","Hate",NA,NA,"Forza Nuova",NA,66,"individuals","hate",NA
"Galagoda Anththe Gnanasara","Hate",NA,NA,"Buddhist Power Force",NA,66,"individuals","hate",NA
"Gavin McInnes","Hate",NA,NA,"Proud Boys",NA,66,"individuals","hate",NA
"George Hutcheson","Hate",NA,NA,"Students for Western Civilization",NA,66,"individuals","hate",NA
"George Lincoln Rockwell","Hate",NA,NA,"American Nazi Party",NA,66,"individuals","hate",NA
"Gianluca Iannone","Hate",NA,NA,"Casa Pound Italia",NA,66,"individuals","hate",NA
"Giuliano Castellino","Hate",NA,NA,"Forza Nuova",NA,66,"individuals","hate",NA
"Giuseppe Dimitri","Hate",NA,NA,"Forza Nuova",NA,66,"individuals","hate",NA
"Gustavo Ramirez","Hate",NA,NA,"",NA,66,"individuals","hate",NA
"Habib Ali Alatas","Hate",NA,NA,"Front Mahasiswa Islam, Front Pembela Islam",NA,66,"individuals","hate",NA
"Habib Bahar bin Smith","Hate",NA,NA,"Majelis Pembela Rasmbullah",NA,66,"individuals","hate",NA
"Habib Muhammad Hanif Alatas","Hate",NA,NA,"Front Santri Indonesia",NA,66,"individuals","hate",NA
"Hannes Ostendorf","Hate",NA,NA,"Kategorie C",NA,66,"individuals","hate",NA
"Heinrich Himmler","Hate",NA,NA,"National Socialist German Workers' Party",NA,66,"individuals","hate",NA
"Henrik Palmgren","Hate",NA,NA,"Red Ice Creations",NA,66,"individuals","hate",NA
"Herrman Göring","Hate",NA,NA,"National Socialist German Workers' Party",NA,66,"individuals","hate",NA
"Hervé Ryssen","Hate",NA,NA,"",NA,66,"individuals","hate",NA
"Ian Stuart","Hate",NA,NA,"Blood and Honour, Skrewdriver",NA,66,"individuals","hate",NA
"Ihor Mykhailenko","Hate",NA,NA,"National Squad, National Corps, Azov Battalion",NA,67,"individuals","hate",NA
"Ilias Kassidiaris","Hate",NA,NA,"Golden Dawn",NA,67,"individuals","hate",NA
"Ja'far Shodiq","Hate",NA,NA,"Front Pembela Islam",NA,67,"individuals","hate",NA
"Jack Renshaw","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Jack Sen","Hate",NA,NA,"European Knights Project, Resistance Radio, Liberty Defenders",NA,67,"individuals","hate",NA
"Jadranko Prlić","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"James Dowson","Hate",NA,NA,"British National Party, Britain First",NA,67,"individuals","hate",NA
"James Goddard","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"James Lawrence","Hate",NA,NA,"The Affirmative Right",NA,67,"individuals","hate",NA
"James Mason","Hate",NA,NA,"American Nazi Party",NA,67,"individuals","hate",NA
"James Stachowiak","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Janus Waluś","Hate",NA,NA,"Afrikaner's Resistance Movement",NA,67,"individuals","hate",NA
"Jared Taylor","Hate",NA,NA,"American Renaissance",NA,67,"individuals","hate",NA
"Jason Bergkamp","Hate",NA,NA,"Defend Europe",NA,67,"individuals","hate",NA
"Jeff Schoep","Hate",NA,NA,"National Socialist Movement",NA,67,"individuals","hate",NA
"Jeremy Christian","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Jillian Hoy","Hate",NA,NA,"Temple of Blood",NA,67,"individuals","hate",NA
"Jimmy Hey","Hate",NA,NA,"Misanthropic Division",NA,67,"individuals","hate",NA
"Joachim Pröll","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Joachim Von Ribbentrop","Hate",NA,NA,"National Socialist German Workers' Party",NA,67,"individuals","hate",NA
"Joe Biggs","Hate",NA,NA,"Proud Boys",NA,67,"individuals","hate",NA
"Joel Isaac Flake","Hate",NA,NA,"The Northwest Front",NA,67,"individuals","hate",NA
"John De Nugent","Hate",NA,NA,"Mut Zur Warheit",NA,67,"individuals","hate",NA
"Joseph Goebbels","Hate",NA,NA,"National Socialist German Workers' Party",NA,67,"individuals","hate",NA
"Joseph Mengele","Hate",NA,NA,"National Socialist German Workers' Party",NA,67,"individuals","hate",NA
"Josh Steever","Hate",NA,NA,"Aryan Strikeforce",NA,67,"individuals","hate",NA
"Joshua Caleb Sutter","Hate",NA,NA,"Temple of Blood",NA,67,"individuals","hate",NA
"Jozef Tiso","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Julius Streicher","Hate",NA,NA,"National Socialist German Workers' Party",NA,67,"individuals","hate",NA
"Jure Francetic","Hate",NA,NA,"Ustaše",NA,67,"individuals","hate",NA
"Karl-Heinz Hoffman","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Keith Preston","Hate",NA,NA,"The Affirmative Right",NA,67,"individuals","hate",NA
"Kent McLellan","Hate",NA,NA,"Misanthropic Division",NA,67,"individuals","hate",NA
"Kevin Goudreau","Hate",NA,NA,"Canadian Nationalist Front",NA,67,"individuals","hate",NA
"Klaus Barbie","Hate",NA,NA,"Schutzstaffel, National Socialist German Workers' Party",NA,67,"individuals","hate",NA
"Kyle Rogers","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Lana Lokteff","Hate",NA,NA,"Red Ice Creations",NA,67,"individuals","hate",NA
"Laura Towler","Hate",NA,NA,"Defend Europe",NA,67,"individuals","hate",NA
"Louis Beam","Hate",NA,NA,"Ku Klux Klan, Aryan Nation",NA,67,"individuals","hate",NA
"Luca Castellini","Hate",NA,NA,"Forza Nuova",NA,67,"individuals","hate",NA
"Luca Traini","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Mario Machado","Hate",NA,NA,"Nova Ordem Social",NA,67,"individuals","hate",NA
"Mark Collett","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Markus Zorn","Hate",NA,NA,"",NA,67,"individuals","hate",NA
"Martin Sellner","Hate",NA,NA,"Identitare Bewegung, Generation Identity United Kingdom and Ireland",NA,67,"individuals","hate",NA
"Matt Forney","Hate",NA,NA,"",NA,68,"individuals","hate",NA
"Matthew F. Hale","Hate",NA,NA,"Creativity Alliance",NA,68,"individuals","hate",NA
"Matthew John Heimbach","Hate",NA,NA,"Traditionalist Youth Network, Traditionalist Worker Party",NA,68,"individuals","hate",NA
"Matthew Parrot","Hate",NA,NA,"Tradtionalist Worker Party",NA,68,"individuals","hate",NA
"Michael Brück","Hate",NA,NA,"Die Rechte",NA,68,"individuals","hate",NA
"Michael Peinovich","Hate",NA,NA,"",NA,68,"individuals","hate",NA
"Mika Ranta","Hate",NA,NA,"Soldiers of Odin",NA,68,"individuals","hate",NA
"Milian Budak","Hate",NA,NA,"Ustaše",NA,68,"individuals","hate",NA
"Milian Nedić","Hate",NA,NA,"Serbian State Guard",NA,68,"individuals","hate",NA
"Milivoj Petković","Hate",NA,NA,"",NA,68,"individuals","hate",NA
"Muhammad Al Khaththath","Hate",NA,NA,"Forum Umat Islam",NA,68,"individuals","hate",NA
"Muhammad Hanif Bin Abdurrahman Alatas","Hate",NA,NA,"Front Pembela Islam",NA,68,"individuals","hate",NA
"Muhammad Ichwan Tuankotta","Hate",NA,NA,"Serikat Pekerja Front",NA,68,"individuals","hate",NA
"Muhammad Rizieq Shihab","Hate",NA,NA,"",NA,68,"individuals","hate",NA
"Muhsin Ahmad al Attas","Hate",NA,NA,"Front Pembela Islam",NA,68,"individuals","hate",NA
"Munarman","Hate",NA,NA,"Front Pembela Islam",NA,68,"individuals","hate",NA
"Myat Phone Moh","Hate",NA,NA,"",NA,68,"individuals","hate",NA
"Nathan Damigo","Hate",NA,NA,"American Identity Movement, Identity Europe",NA,68,"individuals","hate",NA
"Nathan Larson","Hate",NA,NA,"",NA,68,"individuals","hate",NA
"Neil Erikson","Hate",NA,NA,"United Patriots Front",NA,68,"individuals","hate",NA
"Nicholas Fuentes","Hate",NA,NA,"",NA,68,"individuals","hate",NA
"Nick Griffin","Hate",NA,NA,"Liberty Defenders, British National Party, Knights Templar International",NA,68,"individuals","hate",NA
"Nikolaos Michaliakos","Hate",NA,NA,"Golden Dawn",NA,68,"individuals","hate",NA
"Nikolay Nikolayevich Truschalov","Hate",NA,NA,"Russian Imperial Movement",NA,68,"individuals","hate",NA
"Norman Lowell","Hate",NA,NA,"Imperium Europa",NA,68,"individuals","hate",NA
"Novel Chaidir Bamukmin","Hate",NA,NA,"Front Pembela Islam",NA,68,"individuals","hate",NA
"Olena Semanyaka","Hate",NA,NA,"National Corps",NA,68,"individuals","hate",NA
"Oliver Roder","Hate",NA,NA,"",NA,68,"individuals","hate",NA
"Oswald Mosley","Hate",NA,NA,"British Union of Fascists",NA,68,"individuals","hate",NA
"Paddy Tarleton","Hate",NA,NA,"Tradtionalist Worker Party",NA,68,"individuals","hate",NA
